Length [m]	OTDR [V]	Brillouin intensity [V]	Fitted Frequency [GHz]	Temperature [”]	Compensated Strain [レュ]	Uncompensated Strain [レュ]
0.51	0.006962	0.073961	10.473372	-119.568291	679.752052	-2455.826393
1.02	0.006960	0.078038	10.458385	-103.698009	-31.211535	-2785.529488
1.53	0.006963	0.081422	10.452063	-78.328573	-761.018474	-2924.619550
2.04	0.006947	0.084357	10.448286	-56.931013	-1340.687498	-3007.708979
2.55	0.006960	0.086946	10.446194	-40.197458	-1774.137202	-3053.733944
3.06	0.006952	0.089222	10.445959	-23.308061	-2168.337966	-3058.897071
3.57	0.006945	0.091158	10.445388	-13.558090	-2405.951644	-3071.462550
4.08	0.006947	0.092743	10.444449	-3.867295	-2650.698476	-3092.131824
4.59	0.006950	0.093993	10.445341	10.996584	-2972.284347	-3072.504695
5.10	0.006957	0.094951	10.445563	23.816895	-3262.285292	-3067.622406
5.61	0.006966	0.095649	10.444314	29.572074	-3423.558464	-3095.086206
6.12	0.006975	0.096129	10.442978	29.754192	-3458.559732	-3124.475042
6.63	0.006972	0.096456	10.442606	25.413594	-3367.232679	-3132.671017
7.14	0.006969	0.096662	10.442928	21.149477	-3261.655127	-3125.593955
7.65	0.006959	0.096783	10.443542	20.512259	-3232.806759	-3112.067754
8.16	0.006958	0.096846	10.444858	25.649257	-3320.716779	-3083.124447
8.67	0.006961	0.096857	10.443578	31.432297	-3483.363348	-3111.286558
9.18	0.006956	0.096833	10.442821	35.889061	-3603.402837	-3127.928683
9.69	0.006953	0.096766	10.443774	36.783852	-3602.035741	-3106.976267
10.20	0.006939	0.096696	10.442443	36.239665	-3620.192917	-3136.246048
10.71	0.006927	0.096624	10.441919	35.760501	-3621.250166	-3147.776334
11.22	0.006927	0.096587	10.443073	37.577476	-3636.460806	-3122.387657
11.73	0.006931	0.096560	10.442825	40.112082	-3700.533672	-3127.850783
12.24	0.006932	0.096551	10.442015	42.843705	-3782.099966	-3145.674746
12.75	0.006939	0.096560	10.441735	43.327784	-3799.696118	-3151.830131
13.26	0.006932	0.096570	10.441586	42.146223	-3775.943772	-3155.118032
13.77	0.006928	0.096579	10.442597	39.724814	-3696.868068	-3132.857978
14.28	0.006927	0.096615	10.443461	38.169270	-3641.144068	-3113.860104
14.79	0.006924	0.096659	10.443430	36.439152	-3602.026620	-3114.536687
15.30	0.006912	0.096725	10.441804	35.172358	-3610.374198	-3150.316463
15.81	0.006893	0.096783	10.440529	33.432384	-3599.718554	-3178.359328
16.32	0.006850	0.096821	10.440572	33.144933	-3592.120714	-3177.423718
16.83	0.006784	0.096846	10.441707	33.078324	-3564.409336	-3152.452336
17.34	0.006690	0.096840	10.442183	33.844472	-3571.061490	-3141.974341
17.85	0.006582	0.096813	10.441753	34.873718	-3604.659889	-3151.423270
18.36	0.006487	0.096783	10.441616	35.948521	-3632.573007	-3154.448583
18.87	0.006399	0.096734	10.442453	35.567521	-3604.506597	-3136.042123
19.38	0.006331	0.096687	10.443847	35.570857	-3572.425418	-3105.366458
19.89	0.006269	0.096619	10.444094	36.007976	-3576.783920	-3099.925557
20.40	0.006227	0.096541	10.443351	38.728435	-3656.547518	-3116.275057
20.91	0.006195	0.096455	10.443360	40.077365	-3687.404304	-3116.088947
21.42	0.006168	0.096377	10.443282	41.193104	-3714.878341	-3117.796541
21.93	0.006145	0.096332	10.443515	40.743753	-3699.168515	-3112.677953
22.44	0.006131	0.096315	10.444272	38.867172	-3638.509418	-3096.021960
22.95	0.006117	0.096314	10.444575	37.279327	-3594.972242	-3089.358431
23.46	0.006110	0.096336	10.444755	36.879350	-3581.597514	-3085.383132
23.97	0.006104	0.096359	10.444024	37.471328	-3612.089446	-3101.470546
24.48	0.006094	0.096384	10.443451	38.456765	-3647.999382	-3114.086448
24.99	0.006093	0.096408	10.443418	39.298332	-3668.115529	-3114.795732
25.50	0.006092	0.096418	10.443179	38.929133	-3665.132534	-3120.057320
26.02	0.006090	0.096417	10.443687	38.075473	-3633.772404	-3108.887876
26.53	0.006089	0.096416	10.442957	37.034471	-3626.649996	-3124.952684
27.04	0.006092	0.096417	10.441660	37.302668	-3662.724501	-3153.475120
27.55	0.006102	0.096431	10.442670	38.355620	-3663.685296	-3131.270307
28.06	0.006105	0.096434	10.443105	39.239899	-3674.007770	-3121.699476
28.57	0.006108	0.096434	10.443171	40.221271	-3695.064418	-3120.235993
29.08	0.006113	0.096416	10.443583	39.774732	-3675.281151	-3111.169984
29.59	0.006111	0.096386	10.443034	39.311258	-3677.288356	-3123.261891
30.10	0.006103	0.096341	10.442427	38.895716	-3681.706369	-3136.600965
30.61	0.006101	0.096300	10.442188	38.564659	-3679.595678	-3141.857113
31.12	0.006096	0.096247	10.442722	38.891029	-3674.797509	-3130.113503
31.63	0.006101	0.096206	10.443084	39.387673	-3677.881465	-3122.149695
32.14	0.006101	0.096138	10.444053	39.500154	-3658.128865	-3100.837681
32.65	0.006098	0.096113	10.444183	38.840867	-3639.940589	-3097.964795
33.16	0.006089	0.096055	10.444115	37.772363	-3616.931649	-3099.479251
33.67	0.006088	0.096049	10.444897	37.888029	-3601.542070	-3082.259201
34.18	0.006087	0.096030	10.445274	36.081251	-3551.267062	-3073.975876
34.69	0.006093	0.096044	10.445051	37.633062	-3592.130213	-3078.879894
35.20	0.006095	0.096033	10.445246	37.665866	-3588.391746	-3074.593419
35.71	0.006100	0.096010	10.445543	37.439346	-3576.331449	-3068.063098
36.22	0.006099	0.095972	10.445066	38.166274	-3604.054845	-3078.546297
36.73	0.006098	0.095925	10.445191	37.274082	-3580.627272	-3075.789864
37.24	0.006090	0.095878	10.445749	37.477756	-3572.454824	-3063.521737
37.75	0.006085	0.095843	10.445945	37.736885	-3573.895860	-3059.206243
38.26	0.006089	0.095814	10.446490	37.498920	-3555.844675	-3047.212507
38.77	0.006092	0.095792	10.445800	37.289509	-3566.948913	-3062.403265
39.28	0.006103	0.095766	10.445062	36.784248	-3572.341863	-3078.642431
39.79	0.006104	0.095725	10.445219	36.118595	-3553.389857	-3075.180803
40.30	0.006104	0.095648	10.444777	35.342962	-3545.720559	-3084.896799
40.81	0.006096	0.095562	10.444129	35.196302	-3557.290782	-3099.154154
41.32	0.006097	0.095454	10.445291	34.943697	-3524.681115	-3073.594453
41.83	0.006091	0.095358	10.446133	35.100534	-3508.873861	-3055.071928
42.34	0.006095	0.095252	10.446664	34.707221	-3487.573701	-3043.390187
42.85	0.006098	0.095189	10.447262	34.312486	-3464.708337	-3030.246615
43.36	0.006094	0.095132	10.446462	34.370464	-3484.477814	-3047.831704
43.87	0.006088	0.095100	10.445453	34.410912	-3508.684493	-3070.034392
44.38	0.006083	0.095074	10.445211	35.035282	-3528.648098	-3075.367522
44.89	0.006073	0.095071	10.446084	35.703746	-3523.889131	-3056.149392
45.40	0.006073	0.095065	10.447254	35.677064	-3496.288396	-3030.406807
45.91	0.006077	0.095082	10.447476	35.501356	-3487.136463	-3025.535043
46.42	0.006076	0.095091	10.447005	35.467403	-3497.200557	-3035.880791
46.93	0.006080	0.095113	10.446907	35.194648	-3493.202379	-3038.056204
47.44	0.006076	0.095135	10.447550	35.642450	-3488.675385	-3023.904802
47.95	0.006080	0.095187	10.447684	36.092007	-3495.938847	-3020.961833
48.46	0.006071	0.095242	10.447614	36.376093	-3504.082888	-3022.492336
48.97	0.006067	0.095331	10.450434	36.845755	-3449.861957	-2960.457615
49.48	0.006061	0.095388	10.469602	37.729628	-3028.135339	-2538.761868
49.99	0.006056	0.095369	10.519209	38.675274	-1905.805908	-1447.401075
50.50	0.006060	0.095149	10.554883	40.186239	-1117.834881	-662.572884
51.01	0.006063	0.094617	10.563261	41.754462	-960.708391	-478.253188
51.53	0.006058	0.093657	10.566077	43.191545	-928.846171	-416.303371
52.04	0.006060	0.092302	10.567869	43.805900	-901.666270	-376.885980
52.55	0.006058	0.090665	10.569151	42.516948	-842.429604	-348.683361
53.06	0.006060	0.088938	10.569290	40.430885	-791.186346	-345.609101
53.57	0.006062	0.087281	10.569277	37.342911	-720.415647	-345.908074
54.08	0.006067	0.085841	10.569628	34.788655	-653.519795	-338.183591
54.59	0.006063	0.084645	10.569709	32.085154	-589.424582	-336.407850
55.10	0.006066	0.083716	10.570260	29.920642	-526.895712	-324.290833
55.61	0.006061	0.082998	10.570562	28.377589	-484.389306	-317.626985
56.12	0.006067	0.082462	10.570438	27.360024	-463.830472	-320.360078
56.63	0.006058	0.082061	10.570610	26.410842	-438.008153	-316.570713
57.14	0.006054	0.081772	10.570590	25.950176	-427.870936	-317.016327
57.65	0.006057	0.081549	10.570891	25.414520	-408.596703	-310.392792
58.16	0.006057	0.081403	10.571176	25.079450	-394.327397	-304.138876
58.67	0.006048	0.081301	10.571141	25.211532	-398.168512	-304.902617
59.18	0.006051	0.081248	10.570848	25.049904	-401.203217	-311.346544
59.69	0.006047	0.081204	10.571312	24.888801	-386.788900	-301.134259
60.20	0.006050	0.081187	10.571219	24.987061	-391.195141	-303.179736
60.71	0.006046	0.081153	10.570748	24.890125	-399.839530	-313.554230
61.22	0.006049	0.081123	10.570752	24.576854	-392.515001	-313.446326
61.73	0.006048	0.081081	10.570573	23.786840	-378.473238	-317.399378
62.24	0.006046	0.081038	10.570735	23.402911	-365.885787	-313.822674
62.75	0.006040	0.080983	10.571264	23.005648	-344.543641	-302.187621
63.26	0.006045	0.080959	10.571800	22.549970	-321.708213	-290.410822
63.77	0.006040	0.080926	10.571774	22.573296	-322.841861	-290.980017
64.28	0.006066	0.080926	10.571451	23.026754	-340.713141	-298.070237
64.79	0.006164	0.080932	10.571528	23.146707	-341.704325	-296.381741
65.30	0.006437	0.080930	10.571397	23.468583	-352.139441	-299.267901
65.81	0.007043	0.080895	10.571558	22.997246	-337.578659	-295.728191
66.32	0.008095	0.080850	10.571594	22.813291	-332.499371	-294.922420
66.83	0.009525	0.080766	10.571586	22.617174	-328.174921	-295.103745
