Length [m]	OTDR [V]	Brillouin intensity [V]	Fitted Frequency [GHz]	Temperature [”]	Compensated Strain [レュ]	Uncompensated Strain [レュ]
0.51	0.006886	0.041278	10.505731	-146.990087	2080.325612	-1743.914111
1.02	0.006910	0.044879	10.485604	-124.754794	1104.290656	-2186.703620
1.53	0.006879	0.047915	10.471002	-94.233874	64.923986	-2507.965047
2.04	0.006906	0.050481	10.461350	-64.934926	-832.117314	-2720.294341
2.55	0.006902	0.052639	10.453650	-45.958558	-1446.528428	-2889.690351
3.06	0.006916	0.054456	10.449247	-31.491678	-1881.105685	-2986.563829
3.57	0.006886	0.055974	10.446841	-26.575034	-2049.773457	-3039.494397
4.08	0.006888	0.057239	10.445960	-18.475184	-2256.556613	-3058.884783
4.59	0.006856	0.058286	10.446159	-3.563329	-2595.220021	-3054.494538
5.10	0.006866	0.059161	10.445840	14.641298	-3021.650416	-3061.521117
5.61	0.006855	0.059854	10.444705	24.512385	-3275.044671	-3086.480236
6.12	0.006884	0.060397	10.443653	27.722831	-3373.223880	-3109.637086
6.63	0.006869	0.060787	10.443622	21.138137	-3222.362969	-3110.320550
7.14	0.006896	0.061079	10.443674	15.824750	-3098.856164	-3109.181157
7.65	0.006881	0.061293	10.444164	13.401204	-3031.763528	-3098.398754
8.16	0.006891	0.061433	10.444394	20.957956	-3200.411368	-3093.337319
8.67	0.006878	0.061517	10.444277	30.413132	-3420.747829	-3095.895275
9.18	0.006897	0.061551	10.444614	40.289531	-3640.342932	-3088.496568
9.69	0.006881	0.061515	10.443977	42.832213	-3713.564561	-3102.509402
10.20	0.006889	0.061456	10.444205	43.086331	-3714.148024	-3097.485902
10.71	0.006865	0.061392	10.444139	39.735671	-3638.547216	-3098.945594
11.22	0.006872	0.061348	10.442894	40.195294	-3677.843404	-3126.337768
11.73	0.006846	0.061300	10.442723	41.738811	-3717.314258	-3130.095787
12.24	0.006864	0.061260	10.443036	46.959733	-3830.268658	-3123.199585
12.75	0.006853	0.061213	10.442501	47.242520	-3849.133719	-3134.985470
13.26	0.006872	0.061169	10.442721	46.565953	-3828.484246	-3130.144271
13.77	0.006849	0.061127	10.444072	41.856750	-3688.903704	-3100.405048
14.28	0.006863	0.061121	10.443546	38.083793	-3614.203145	-3111.996542
14.79	0.006844	0.061135	10.444449	33.543331	-3488.847551	-3092.121257
15.30	0.006854	0.061190	10.444124	31.816592	-3456.598217	-3099.275165
15.81	0.006820	0.061260	10.443688	29.619664	-3416.077523	-3108.863662
16.32	0.006794	0.061324	10.443563	30.866296	-3447.661957	-3111.617953
16.83	0.006716	0.061381	10.443817	30.241879	-3427.425892	-3106.025970
17.34	0.006643	0.061411	10.444326	31.772871	-3450.929590	-3094.827887
17.85	0.006532	0.061436	10.444835	32.414800	-3453.977668	-3083.639605
18.36	0.006453	0.061449	10.444670	34.524754	-3506.351029	-3087.267248
18.87	0.006347	0.061450	10.444607	33.090241	-3474.771508	-3088.643245
19.38	0.006288	0.061446	10.444377	35.707357	-3540.319576	-3093.701751
19.89	0.006206	0.061429	10.444643	35.810385	-3536.551297	-3087.844832
20.40	0.006171	0.061389	10.445685	41.114988	-3634.645973	-3064.936353
20.91	0.006117	0.061345	10.445846	41.282395	-3634.769688	-3061.378336
21.42	0.006112	0.061277	10.445765	44.855208	-3718.897211	-3063.174163
21.93	0.006072	0.061195	10.445768	43.530370	-3688.335077	-3063.112330
22.44	0.006076	0.061131	10.445978	40.330942	-3609.824324	-3058.475393
22.95	0.006045	0.061074	10.445467	38.191602	-3572.361215	-3069.715987
23.46	0.006050	0.061052	10.445343	36.142071	-3528.062478	-3072.463943
23.97	0.006028	0.061051	10.446433	37.506496	-3534.320902	-3048.473078
24.48	0.006047	0.061071	10.446482	38.869868	-3564.574646	-3047.394581
24.99	0.006040	0.061095	10.446111	38.496818	-3564.540668	-3055.553803
25.50	0.006066	0.061119	10.446346	38.516369	-3559.577204	-3050.389817
26.02	0.006054	0.061127	10.445603	35.262543	-3501.818673	-3066.743031
26.53	0.006070	0.061134	10.445751	33.833806	-3465.502891	-3063.474246
27.04	0.006042	0.061124	10.445279	32.960272	-3456.292891	-3073.870339
27.55	0.006053	0.061122	10.445351	36.195120	-3529.090508	-3072.279710
28.06	0.006034	0.061125	10.446227	35.997802	-3504.352013	-3053.014353
28.57	0.006053	0.061124	10.445881	40.561295	-3617.382209	-3060.626663
29.08	0.006041	0.061122	10.445501	38.488654	-3578.436418	-3068.988316
29.59	0.006057	0.061130	10.445269	39.765908	-3613.179525	-3074.083270
