Length [m]	OTDR [V]	Brillouin intensity [V]	Fitted Frequency [GHz]	Temperature [”]	Compensated Strain [レュ]	Uncompensated Strain [レュ]
0.51	0.007085	0.040266	10.508481	-152.890655	2224.323494	-1683.421262
1.02	0.007122	0.043986	10.480727	-131.268149	1086.480684	-2294.016032
1.53	0.007134	0.047109	10.460977	-93.806131	-231.357221	-2728.496016
2.04	0.007096	0.049625	10.449321	-52.709733	-1446.223203	-2984.944765
2.55	0.006997	0.051719	10.440967	-24.686471	-2283.963574	-3168.718831
3.06	0.006956	0.053436	10.437075	-13.912502	-2621.752531	-3254.356507
3.57	0.006958	0.054907	10.434802	-20.574476	-2520.817144	-3304.361150
4.08	0.006984	0.056114	10.433297	-26.355458	-2422.442266	-3337.462937
4.59	0.007035	0.057127	10.433600	-15.871543	-2656.795025	-3330.801461
5.10	0.007068	0.057895	10.434489	6.439470	-3149.889695	-3311.249059
5.61	0.007068	0.058502	10.434016	28.082108	-3659.000301	-3321.650886
6.12	0.007020	0.058900	10.434070	36.246715	-3845.693237	-3320.455156
6.63	0.006964	0.059221	10.433886	28.133682	-3663.174703	-3324.500389
7.14	0.006929	0.059462	10.433427	11.486899	-3290.561144	-3334.601942
7.65	0.006948	0.059710	10.433452	0.158119	-3029.204098	-3334.055920
8.16	0.006999	0.059890	10.433266	3.796495	-3117.254241	-3338.153873
8.67	0.007068	0.060055	10.432979	20.808809	-3515.495377	-3344.472062
9.18	0.007105	0.060096	10.432822	40.822676	-3979.809899	-3347.908167
9.69	0.007086	0.060072	10.432664	53.492070	-4275.115081	-3351.399516
10.20	0.007019	0.059940	10.432583	54.092858	-4290.800082	-3353.169084
10.71	0.006951	0.059820	10.432135	47.430940	-4147.786014	-3363.033424
11.22	0.006925	0.059721	10.431592	41.696621	-4028.314282	-3374.986160
11.73	0.006946	0.059722	10.431627	44.096449	-4082.733804	-3374.200433
12.24	0.006997	0.059735	10.430882	51.211731	-4263.714783	-3390.597702
12.75	0.007058	0.059794	10.430512	56.506899	-4394.143288	-3398.739794
13.26	0.007062	0.059791	10.430807	55.551926	-4365.357249	-3392.250488
13.77	0.007012	0.059781	10.430981	51.317992	-4263.872824	-3388.415108
14.28	0.006940	0.059748	10.432101	44.753781	-4086.927908	-3363.767134
14.79	0.006899	0.059789	10.432685	38.307612	-3925.081114	-3350.929298
15.30	0.006894	0.059868	10.431978	32.077585	-3797.969605	-3366.479463
15.81	0.006929	0.060006	10.431340	27.506831	-3707.463146	-3380.512120
16.32	0.006949	0.060105	10.432103	24.282607	-3615.649042	-3363.729515
16.83	0.006918	0.060160	10.433522	23.620522	-3567.693789	-3332.523183
17.34	0.006802	0.060076	10.433705	26.247436	-3623.943213	-3328.496538
17.85	0.006644	0.059960	10.432394	31.015600	-3763.922770	-3357.321683
18.36	0.006496	0.059803	10.431161	36.390246	-3916.099882	-3384.464684
18.87	0.006393	0.059702	10.431587	36.609567	-3911.317872	-3375.087117
19.38	0.006345	0.059628	10.432375	34.995629	-3855.987584	-3357.747030
19.89	0.006344	0.059632	10.432503	32.479673	-3795.119017	-3354.930991
20.40	0.006332	0.059607	10.433223	35.264799	-3842.631032	-3339.095561
20.91	0.006288	0.059575	10.433883	42.201139	-3987.073525	-3324.567909
21.42	0.006210	0.059499	10.434180	48.850048	-4133.296599	-3318.050316
21.93	0.006140	0.059441	10.434571	57.241185	-4317.418786	-3309.428030
22.44	0.006094	0.059383	10.435586	52.402059	-4182.625143	-3287.107979
22.95	0.006098	0.059402	10.435444	44.928336	-4013.848383	-3290.223227
23.46	0.006133	0.059400	10.435658	40.104375	-3897.886940	-3285.534293
23.97	0.006179	0.059424	10.436320	31.615991	-3687.201292	-3270.952944
24.48	0.006200	0.059395	10.435884	32.346804	-3714.097791	-3280.562061
24.99	0.006187	0.059374	10.435612	36.255761	-3810.347305	-3286.539841
25.50	0.006145	0.059328	10.435591	39.207986	-3878.793162	-3287.004070
26.02	0.006116	0.059359	10.435882	41.029967	-3914.024851	-3280.603668
26.53	0.006115	0.059400	10.435426	38.694679	-3870.765554	-3290.617968
27.04	0.006138	0.059511	10.435327	32.293377	-3725.704559	-3292.806977
27.55	0.006182	0.059581	10.435403	27.014960	-3602.445002	-3291.135558
28.06	0.006215	0.059644	10.436094	29.118475	-3634.926470	-3275.929608
28.57	0.006215	0.059607	10.435915	31.752528	-3699.687265	-3279.865225
29.08	0.006184	0.059549	10.435509	40.439680	-3909.038098	-3288.808637
29.59	0.006147	0.059454	10.435292	44.824982	-4014.976295	-3293.568658
30.10	0.006122	0.059398	10.435253	44.095548	-3999.087331	-3294.429415
30.61	0.006113	0.059343	10.435630	41.288647	-3925.776650	-3286.133508
31.12	0.006140	0.059339	10.435777	36.916005	-3821.740492	-3282.909861
31.63	0.006168	0.059299	10.436704	33.438949	-3720.306125	-3262.502269
32.14	0.006179	0.059253	10.437427	36.369304	-3771.097933	-3246.606441
32.65	0.006161	0.059149	10.437753	39.157948	-3827.771945	-3239.433431
33.16	0.006132	0.059082	10.437394	43.757262	-3941.929218	-3247.334272
33.67	0.006102	0.059006	10.437956	43.428633	-3921.404525	-3234.971889
34.18	0.006102	0.059022	10.438919	40.318051	-3827.579262	-3213.775426
34.69	0.006126	0.059036	10.438533	33.390358	-3677.025349	-3222.283502
35.20	0.006164	0.059122	10.438446	31.993773	-3646.876553	-3224.191415
35.71	0.006191	0.059136	10.439190	31.417172	-3616.435527	-3207.814899
36.22	0.006193	0.059168	10.439523	33.615892	-3659.382104	-3200.501124
36.73	0.006171	0.059102	10.439358	38.470564	-3774.944219	-3204.134774
37.24	0.006143	0.059091	10.439741	40.643807	-3816.129355	-3195.700161
37.75	0.006129	0.059018	10.440170	40.061308	-3792.833239	-3186.268731
38.26	0.006130	0.059016	10.440563	38.622689	-3750.636538	-3177.607094
38.77	0.006160	0.058983	10.441276	35.713829	-3667.234069	-3161.923465
39.28	0.006186	0.058981	10.441459	33.932582	-3622.007500	-3157.895242
39.79	0.006195	0.058929	10.440458	33.580283	-3636.987732	-3179.920931
40.30	0.006180	0.058913	10.440270	36.042222	-3697.997494	-3184.057810
40.81	0.006151	0.058860	10.441581	38.713929	-3729.257938	-3155.210447
41.32	0.006123	0.058866	10.441626	40.672765	-3773.328657	-3154.236494
41.83	0.006110	0.058862	10.441751	39.614483	-3746.067628	-3151.470409
42.34	0.006121	0.058911	10.441960	37.163999	-3684.854702	-3146.888209
42.85	0.006142	0.058931	10.442283	33.609788	-3595.587468	-3139.781122
43.36	0.006167	0.058966	10.442787	31.900066	-3544.608380	-3128.694965
43.87	0.006167	0.058948	10.442713	32.747297	-3565.809491	-3130.314825
44.38	0.006160	0.058937	10.442107	36.269386	-3660.864310	-3143.648072
44.89	0.006144	0.058902	10.441789	39.683482	-3746.780189	-3150.635018
45.40	0.006129	0.058891	10.442443	41.075490	-3763.758393	-3136.264094
45.91	0.006136	0.058874	10.443561	39.770852	-3707.921609	-3111.649086
46.42	0.006148	0.058895	10.443574	37.142296	-3647.121092	-3111.370499
46.93	0.006161	0.058881	10.443079	33.843993	-3582.616799	-3122.265536
47.44	0.006162	0.058870	10.442711	33.552785	-3584.405693	-3130.366489
47.95	0.006148	0.058800	10.442922	35.739041	-3629.863124	-3125.721498
48.46	0.006132	0.058750	10.443344	39.312015	-3702.365050	-3116.424068
48.97	0.006109	0.058673	10.444830	41.066120	-3708.490380	-3083.749420
49.48	0.006103	0.058637	10.450658	41.119450	-3575.291505	-2955.519283
49.99	0.006109	0.058580	10.468991	38.826706	-3099.712315	-2552.207255
50.50	0.006125	0.058501	10.501614	37.216159	-2310.232730	-1834.483965
51.01	0.006137	0.058283	10.534268	37.491590	-1563.469555	-1116.094709
51.53	0.006137	0.057913	10.556007	41.521370	-1154.877007	-637.847983
52.04	0.006126	0.057324	10.561285	46.581040	-1149.626003	-521.735920
52.55	0.006120	0.056598	10.563940	50.413880	-1176.621296	-463.323191
53.06	0.006112	0.055740	10.566093	50.678052	-1133.040883	-415.950769
