Length [m]	OTDR [V]	Brillouin intensity [V]	Fitted Frequency [GHz]	Temperature [”]	Compensated Strain [レュ]	Uncompensated Strain [レュ]
0.51	0.006952	0.042260	10.504506	-155.200042	2215.730294	-1770.875337
1.02	0.006956	0.045959	10.484850	-130.192180	1186.731810	-2203.305371
1.53	0.006962	0.049106	10.467545	-89.403491	-151.313762	-2584.012607
2.04	0.006939	0.051786	10.456854	-50.776621	-1287.055431	-2819.211577
2.55	0.007038	0.054042	10.448712	-28.844960	-1979.705167	-2998.345809
3.06	0.007029	0.055926	10.444605	-22.942705	-2210.275279	-3088.682735
3.57	0.006998	0.057469	10.442511	-30.436070	-2086.079721	-3134.755522
4.08	0.006999	0.058743	10.441470	-30.580111	-2106.780343	-3157.664897
4.59	0.006943	0.059787	10.440769	-13.444607	-2517.387838	-3173.074317
5.10	0.006935	0.060662	10.439373	12.296157	-3142.130982	-3203.789655
5.61	0.006999	0.061386	10.440050	30.443181	-3544.253176	-3188.893396
6.12	0.007007	0.061962	10.440277	31.396315	-3560.973593	-3183.913626
6.63	0.007021	0.062369	10.440129	16.809770	-3228.607945	-3187.167992
7.14	0.007023	0.062639	10.440248	1.879405	-2882.155754	-3184.534922
7.65	0.006965	0.062780	10.438932	-3.828277	-2781.120930	-3213.489828
8.16	0.006950	0.062852	10.438661	6.644482	-3028.461937	-3219.462864
8.67	0.006956	0.062903	10.439285	25.955978	-3458.613324	-3205.733653
9.18	0.006949	0.062948	10.439404	42.718955	-3841.750209	-3203.118898
9.69	0.006989	0.062979	10.438695	48.941371	-4001.340180	-3218.717219
10.20	0.006985	0.062998	10.439688	46.852863	-3930.354359	-3196.864127
10.71	0.006958	0.062989	10.440448	41.953931	-3800.058988	-3180.148262
11.22	0.006959	0.062982	10.438923	41.477939	-3824.280015	-3213.704914
11.73	0.006934	0.062975	10.437696	46.913164	-3977.689644	-3240.693382
12.24	0.006918	0.062990	10.437331	55.424468	-4182.018847	-3248.707985
12.75	0.006947	0.063022	10.436701	58.993240	-4278.704036	-3262.571366
13.26	0.006946	0.063052	10.436209	56.716107	-4237.644401	-3273.406953
13.77	0.006945	0.063051	10.436257	49.734012	-4075.808204	-3272.347396
14.28	0.006955	0.063041	10.438069	42.019416	-3856.432143	-3232.484939
14.79	0.006935	0.063021	10.439546	34.835765	-3657.003827	-3199.991954
15.30	0.006910	0.063017	10.439103	29.134514	-3535.983487	-3209.741333
15.81	0.006882	0.063032	10.439244	25.252139	-3443.359377	-3206.638122
16.32	0.006834	0.063062	10.439100	24.930050	-3439.268285	-3209.808235
16.83	0.006780	0.063090	10.438984	25.108021	-3446.030643	-3212.350880
17.34	0.006699	0.063109	10.438076	27.449654	-3520.880989	-3232.332100
17.85	0.006605	0.063106	10.438427	29.958511	-3570.524328	-3224.596233
18.36	0.006516	0.063084	10.438320	31.355227	-3605.159842	-3226.965341
18.87	0.006425	0.063013	10.437234	29.977564	-3598.476714	-3250.841774
19.38	0.006339	0.062926	10.438351	30.268460	-3579.424135	-3226.279755
19.89	0.006278	0.062825	10.439817	33.095122	-3610.672830	-3194.018600
20.40	0.006230	0.062756	10.440008	40.192098	-3769.638403	-3189.817237
20.91	0.006198	0.062714	10.439928	45.830600	-3901.287273	-3191.584339
21.42	0.006172	0.062700	10.439852	50.057822	-4000.339904	-3193.247382
