Length [m]	OTDR [V]	Brillouin intensity [V]	Fitted Frequency [GHz]	Temperature [”]	Compensated Strain [レュ]	Uncompensated Strain [レュ]
0.51	0.006832	0.036266	10.500072	-152.049252	1978.781705	-1868.426821
1.02	0.006907	0.039350	10.473403	-129.247529	838.846632	-2455.123493
1.53	0.006870	0.042011	10.453985	-91.157519	-485.824234	-2882.331667
2.04	0.006917	0.044248	10.440883	-51.608716	-1698.403256	-3170.581844
2.55	0.006954	0.046152	10.434141	-27.274164	-2414.057675	-3318.896294
3.06	0.006990	0.047706	10.431210	-19.344999	-2664.175863	-3383.372198
3.57	0.006961	0.049000	10.430253	-24.369333	-2570.585948	-3404.423486
4.08	0.006897	0.050004	10.428834	-27.074721	-2541.039639	-3435.645554
4.59	0.006875	0.050843	10.428825	-14.414832	-2832.682095	-3435.851743
5.10	0.006852	0.051511	10.428749	9.175431	-3377.479907	-3437.528731
5.61	0.006902	0.052100	10.428872	28.675963	-3823.535022	-3434.819203
6.12	0.006926	0.052533	10.429351	33.089094	-3914.076822	-3424.281452
6.63	0.006971	0.052876	10.428993	24.076445	-3714.851861	-3432.144614
7.14	0.006955	0.053063	10.427971	8.066852	-3369.907406	-3454.648099
7.65	0.006934	0.053196	10.427828	-2.588681	-3127.908094	-3457.783976
8.16	0.006902	0.053238	10.428215	2.923128	-3245.863841	-3449.271132
8.67	0.006889	0.053299	10.428639	21.117492	-3654.919931	-3439.949622
9.18	0.006926	0.053346	10.429086	41.011136	-4102.541662	-3430.102314
9.69	0.006975	0.053430	10.429036	52.807183	-4375.243808	-3431.209969
10.20	0.006983	0.053440	10.428982	51.250694	-4340.663912	-3432.402290
10.71	0.006982	0.053435	10.427338	42.570617	-4178.753955	-3468.557631
11.22	0.006940	0.053358	10.426935	36.425635	-4046.599661	-3477.429996
11.73	0.006895	0.053280	10.427904	41.017195	-4129.936653	-3456.101492
12.24	0.006861	0.053196	10.426734	52.276655	-4416.120241	-3481.851826
12.75	0.006892	0.053171	10.426598	60.103752	-4599.424668	-3484.835023
